Year,Country,Image url,Region code,Region,Overall Rank,Happiness Score,Happiness Status,GDP per capita,Family,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
2018,Iran,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,142,ASIA,105,4.707,Green,1.059,0.771,0.691,0.459,0.282,0.129
2019,Iran,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,142,ASIA,117,4.548,Green,1.1,0.842,0.785,0.305,0.27,0.125
2015,Iraq,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,142,ASIA,112,4.677,Green,0.98549,0.81889,0.60237,0.0,0.17922,0.13788
2016,Iraq,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,142,ASIA,112,4.575,Green,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636
2017,Iraq,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,142,ASIA,117,4.497,Green,1.10271,0.978613,0.50118,0.288556,0.199637,0.107216
2018,Iraq,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,142,ASIA,116,4.456,Green,1.01,0.971,0.536,0.304,0.148,0.095
2019,Iraq,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,142,ASIA,126,4.437,Green,1.043,0.98,0.574,0.241,0.148,0.089
2015,Ireland,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,150,EUROPE,18,6.94,Green,1.33596,1.36948,0.89533,0.61777,0.45901,0.28703
2016,Ireland,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,150,EUROPE,19,6.907,Green,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754
2017,Ireland,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,150,EUROPE,15,6.977,Green,1.53571,1.55823,0.809783,0.57311,0.427858,0.298388
2018,Ireland,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,150,EUROPE,14,6.977,Green,1.448,1.583,0.876,0.614,0.307,0.306
2019,Ireland,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,150,EUROPE,16,7.021,Green,1.499,1.553,0.999,0.516,0.298,0.31
2015,Israel,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,142,ASIA,11,7.278,Green,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785
2016,Israel,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,142,ASIA,11,7.267,Green,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728
2017,Israel,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,142,ASIA,11,7.213,Green,1.37538,1.37629,0.838404,0.405989,0.330083,0.0852421
2018,Israel,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,142,ASIA,19,6.814,Green,1.301,1.559,0.883,0.533,0.354,0.272
2019,Israel,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg,142,ASIA,13,7.139,Green,1.276,1.455,1.029,0.371,0.261,0.082
2015,Italy,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,150,EUROPE,50,5.948,Green,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901
2016,Italy,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,150,EUROPE,50,5.977,Green,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556
2017,Italy,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,150,EUROPE,48,5.964,Green,1.39507,1.44492,0.853144,0.256451,0.17279,0.0280281
2018,Italy,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,150,EUROPE,46,6.0,Green,1.264,1.501,0.946,0.281,0.137,0.028
2019,Italy,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,150,EUROPE,36,6.223,Green,1.294,1.488,1.039,0.231,0.158,0.03
2015,Ivory Coast,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,,Nan,151,3.655,Green,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922
2016,Ivory Coast,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,,Nan,139,3.916,Green,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553
2017,Ivory Coast,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,,Nan,128,4.18,Green,0.603049,0.90478,0.0486422,0.447706,0.201237,0.130062
2018,Ivory Coast,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,,Nan,106,4.671,Green,0.541,0.872,0.08,0.467,0.146,0.103
2019,Ivory Coast,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,,Nan,99,4.944,Green,0.569,0.808,0.232,0.352,0.154,0.09
2015,Jamaica,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,19,AMERICAS,65,5.709,Green,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299
2016,Jamaica,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,19,AMERICAS,73,5.51,Green,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294
2017,Jamaica,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,19,AMERICAS,76,5.311,Green,0.925579,1.36822,0.641022,0.474307,0.233818,0.0552678
2018,Jamaica,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,19,AMERICAS,55,5.89,Green,0.819,1.493,0.693,0.575,0.096,0.031
2019,Jamaica,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,19,AMERICAS,56,5.89,Green,0.831,1.478,0.831,0.49,0.107,0.028
2015,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142,ASIA,46,5.987,Green,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806
2016,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142,ASIA,53,5.921,Green,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985
2017,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142,ASIA,51,5.92,Green,1.41692,1.43634,0.913476,0.505626,0.120573,0.163761
2018,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142,ASIA,53,5.915,Green,1.294,1.462,0.988,0.553,0.079,0.15
2019,Japan,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,142,ASIA,58,5.886,Green,1.327,1.419,1.088,0.445,0.069,0.14
2015,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142,ASIA,82,5.192,Green,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293
2016,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142,ASIA,80,5.303,Green,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297
2017,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142,ASIA,74,5.336,Green,0.991012,1.23909,0.60459,0.418421,0.17217,0.119803
2018,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142,ASIA,89,5.161,Green,0.822,1.265,0.645,0.468,0.13,0.134
2019,Jordan,https://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg,142,ASIA,101,4.906,Green,0.837,1.225,0.815,0.383,0.11,0.13
2015,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142,ASIA,54,5.855,Green,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454
2016,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142,ASIA,54,5.919,Green,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132
2017,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142,ASIA,60,5.819,Green,1.28456,1.38437,0.606042,0.437454,0.201964,0.119283
2018,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142,ASIA,59,5.79,Green,1.143,1.516,0.631,0.454,0.148,0.121
2019,Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,142,ASIA,60,5.809,Green,1.173,1.508,0.729,0.41,0.146,0.096
2015,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2,AFRICA,125,4.419,Green,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839
2016,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2,AFRICA,122,4.356,Green,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686
2017,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2,AFRICA,112,4.553,Green,0.560479,1.06795,0.309988,0.452764,0.44486,0.0646413
2018,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2,AFRICA,123,4.41,Green,0.493,1.048,0.454,0.504,0.352,0.055
2019,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2,AFRICA,121,4.509,Green,0.512,0.983,0.581,0.431,0.372,0.053
2015,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142,ASIA,47,5.984,Green,1.24461,0.95774,0.96538,0.33208,0.18557,0.07857
2016,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142,ASIA,57,5.835,Green,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716
2017,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142,ASIA,55,5.838,Green,1.40168,1.12827,0.900214,0.257922,0.206674,0.0632827
2018,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142,ASIA,56,5.875,Green,1.266,1.204,0.955,0.244,0.175,0.051
2019,South Korea,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg,142,ASIA,54,5.895,Green,1.301,1.219,1.036,0.159,0.175,0.056
2015,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142,ASIA,39,6.295,Green,1.55422,1.16594,0.72492,0.55499,0.16228,0.25609
2016,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142,ASIA,41,6.239,Green,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669
2017,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142,ASIA,39,6.105,Green,1.63295,1.2597,0.632106,0.496338,0.22829,0.21516
2018,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142,ASIA,44,6.083,Green,1.474,1.301,0.675,0.554,0.167,0.106
2019,Kuwait,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,142,ASIA,51,6.021,Green,1.5,1.319,0.808,0.493,0.142,0.097
2015,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142,ASIA,77,5.286,Green,0.47428,1.15115,0.65088,0.43477,0.3003,0.04232
2016,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142,ASIA,85,5.185,Green,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762
2017,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142,ASIA,98,5.004,Green,0.59622,1.39424,0.553458,0.454943,0.42858,0.0394392
2018,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142,ASIA,91,5.131,Green,0.53,1.416,0.594,0.54,0.281,0.035
2019,Kyrgyzstan,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg,142,ASIA,86,5.261,Green,0.551,1.438,0.723,0.508,0.3,0.023
2015,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142,ASIA,99,4.876,Green,0.59066,0.73803,0.54909,0.59591,0.42192,0.24249
2016,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142,ASIA,102,4.876,Green,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423
2018,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142,ASIA,109,4.623,Green,0.72,1.034,0.441,0.626,0.23,0.174
2019,Laos,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,142,ASIA,105,4.796,Green,0.764,1.03,0.551,0.547,0.266,0.164
2015,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150,EUROPE,89,5.098,Green,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332
2016,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150,EUROPE,68,5.56,Green,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889
2017,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150,EUROPE,54,5.85,Green,1.26075,1.40471,0.638567,0.325708,0.153075,0.0738427
2018,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150,EUROPE,52,5.933,Green,1.148,1.454,0.671,0.363,0.092,0.066
2019,Latvia,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,150,EUROPE,53,5.94,Green,1.187,1.465,0.812,0.264,0.075,0.064
2015,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142,ASIA,103,4.839,Green,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582
2016,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142,ASIA,93,5.129,Green,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061
2017,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142,ASIA,88,5.225,Green,1.07499,1.12962,0.735081,0.288516,0.264451,0.0375138
2018,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142,ASIA,78,5.358,Green,0.965,1.179,0.785,0.503,0.214,0.136
2019,Lebanon,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg,142,ASIA,91,5.197,Green,0.987,1.224,0.815,0.216,0.166,0.027
2015,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2,AFRICA,97,4.898,Green,0.37545,1.04103,0.07612,0.31767,0.16388,0.12504
2017,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2,AFRICA,139,3.808,Green,0.521021,1.1901,0.0,0.390661,0.157497,0.119095
2018,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2,AFRICA,140,3.808,Green,0.472,1.215,0.079,0.423,0.116,0.112
2019,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2,AFRICA,144,3.802,Green,0.489,1.169,0.168,0.359,0.107,0.093
2015,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2,AFRICA,116,4.571,Green,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232
2016,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2,AFRICA,150,3.622,Green,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852
2017,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2,AFRICA,148,3.533,Green,0.119042,0.872118,0.229918,0.332881,0.26655,0.0389482
2018,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2,AFRICA,148,3.495,Green,0.076,0.858,0.267,0.419,0.206,0.03
2019,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2,AFRICA,141,3.975,Green,0.073,0.922,0.443,0.37,0.233,0.033
2015,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2,AFRICA,63,5.754,Green,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023
2016,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2,AFRICA,67,5.615,Green,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339
2017,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2,AFRICA,68,5.525,Green,1.1018,1.35756,0.520169,0.465733,0.152074,0.0926102
2018,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2,AFRICA,69,5.566,Green,0.985,1.35,0.553,0.496,0.116,0.148
2019,Libya,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg,2,AFRICA,72,5.525,Green,1.044,1.303,0.673,0.416,0.133,0.152
2015,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150,EUROPE,56,5.833,Green,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031
2016,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150,EUROPE,60,5.813,Green,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182
2017,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150,EUROPE,52,5.902,Green,1.31458,1.47352,0.62895,0.234232,0.0101647,0.0118656
2018,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150,EUROPE,49,5.952,Green,1.197,1.527,0.716,0.35,0.026,0.006
2019,Lithuania,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,150,EUROPE,42,6.149,Green,1.238,1.515,0.818,0.291,0.043,0.042
2015,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150,EUROPE,17,6.946,Green,1.56391,1.21963,0.91894,0.61583,0.28034,0.37798
2016,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150,EUROPE,20,6.871,Green,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329
2017,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150,EUROPE,18,6.863,Green,1.74194,1.45758,0.845089,0.596628,0.283181,0.318834
2018,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150,EUROPE,17,6.91,Green,1.576,1.52,0.896,0.632,0.196,0.321
2019,Luxembourg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,150,EUROPE,14,7.09,Green,1.609,1.479,1.012,0.526,0.194,0.316
2015,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150,EUROPE,93,5.007,Green,0.91851,1.00232,0.73545,0.33457,0.22359,0.05327
2016,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150,EUROPE,95,5.121,Green,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047
2017,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150,EUROPE,92,5.175,Green,1.06458,1.20789,0.644948,0.325906,0.253761,0.0602778
2018,Macedonia,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg,150,EUROPE,88,5.185,Green,0.959,1.239,0.691,0.394,0.173,0.052
2015,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2,AFRICA,147,3.681,Green,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124
2016,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2,AFRICA,148,3.695,Green,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506
2017,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2,AFRICA,144,3.644,Green,0.305809,0.91302,0.375223,0.189197,0.208733,0.067232
2018,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2,AFRICA,142,3.774,Green,0.262,0.908,0.402,0.221,0.155,0.049
2019,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2,AFRICA,143,3.933,Green,0.274,0.916,0.555,0.148,0.169,0.041
2015,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2,AFRICA,131,4.292,Green,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977
2016,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2,AFRICA,132,4.156,Green,0.08709,0.147,0.29364,0.4143,0.30968,0.07564
2017,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2,AFRICA,136,3.97,Green,0.233442,0.512569,0.31509,0.466915,0.28717,0.0727117
2018,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2,AFRICA,146,3.587,Green,0.186,0.541,0.306,0.531,0.21,0.08
2019,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2,AFRICA,150,3.41,Green,0.191,0.56,0.495,0.443,0.218,0.089
2015,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142,ASIA,61,5.77,Green,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501
2016,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142,ASIA,47,6.005,Green,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081
2017,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142,ASIA,42,6.084,Green,1.29122,1.28465,0.618784,0.402265,0.416609,0.0656007
2018,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142,ASIA,34,6.322,Green,1.161,1.258,0.669,0.356,0.311,0.059
2019,Malaysia,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,142,ASIA,80,5.339,Green,1.221,1.171,0.828,0.508,0.26,0.024
2015,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2,AFRICA,138,3.995,Green,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352
2016,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2,AFRICA,135,4.073,Green,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647
2017,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2,AFRICA,127,4.19,Green,0.47618,1.28147,0.169366,0.306614,0.183354,0.10497
2018,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2,AFRICA,117,4.447,Green,0.37,1.233,0.152,0.367,0.139,0.056
2019,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2,AFRICA,128,4.39,Green,0.385,1.105,0.308,0.327,0.153,0.052
2015,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150,EUROPE,37,6.302,Green,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586
2016,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150,EUROPE,30,6.488,Green,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554
2017,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150,EUROPE,27,6.527,Green,1.34328,1.48841,0.821944,0.588767,0.574731,0.153066
2018,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150,EUROPE,21,6.627,Green,1.27,1.525,0.884,0.645,0.376,0.142
2019,Malta,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,150,EUROPE,22,6.726,Green,1.3,1.52,0.999,0.564,0.375,0.151
2015,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2,AFRICA,124,4.436,Green,0.45407,0.86908,0.35874,0.24232,0.219,0.17461
2016,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2,AFRICA,130,4.201,Green,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955
2017,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2,AFRICA,123,4.292,Green,0.648457,1.27203,0.285349,0.096098,0.20187,0.136957
2018,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2,AFRICA,125,4.356,Green,0.557,1.245,0.292,0.129,0.134,0.093
2019,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2,AFRICA,122,4.49,Green,0.57,1.167,0.489,0.066,0.106,0.088
2015,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2,AFRICA,71,5.477,Green,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521
2016,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2,AFRICA,66,5.648,Green,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203
2017,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2,AFRICA,64,5.629,Green,1.1894,1.20956,0.638007,0.491247,0.360934,0.0421816
2018,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2,AFRICA,54,5.891,Green,1.09,1.387,0.684,0.584,0.245,0.05
2019,Mauritius,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg,2,AFRICA,57,5.888,Green,1.12,1.402,0.798,0.498,0.215,0.06
2015,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19,AMERICAS,14,7.187,Green,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312
2016,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19,AMERICAS,21,6.778,Green,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355
2017,Mexico,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,19,AMERICAS,25,6.578,Green,1.15318,1.21086,0.709979,0.41273,0.12099,0.132774
