Year,Country,Image url,Region code,Region,Overall Rank,Happiness Score,Happiness Status,GDP per capita,Family,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
2016,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142,ASIA,22,6.739,Green,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987
2017,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142,ASIA,26,6.572,Green,1.69228,1.35381,0.949492,0.549841,0.345966,0.464308
2018,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142,ASIA,33,6.343,Green,1.529,1.451,1.008,0.631,0.261,0.457
2019,Singapore,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,142,ASIA,34,6.262,Green,1.572,1.463,1.141,0.556,0.271,0.453
2015,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150,EUROPE,45,5.995,Green,1.16891,1.26999,0.78902,0.31751,0.16893,0.03431
2016,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150,EUROPE,45,6.078,Green,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947
2017,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150,EUROPE,40,6.098,Green,1.32539,1.50506,0.712733,0.295817,0.136544,0.0242109
2018,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150,EUROPE,38,6.173,Green,1.21,1.537,0.776,0.354,0.118,0.014
2019,Slovakia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg,150,EUROPE,38,6.198,Green,1.246,1.504,0.881,0.334,0.121,0.014
2015,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150,EUROPE,55,5.848,Green,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787
2016,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150,EUROPE,63,5.768,Green,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635
2017,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150,EUROPE,62,5.758,Green,1.34121,1.45252,0.790828,0.572576,0.242649,0.045129
2018,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150,EUROPE,50,5.948,Green,1.219,1.506,0.856,0.633,0.16,0.051
2019,Slovenia,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg,150,EUROPE,44,6.118,Green,1.258,1.523,0.953,0.564,0.144,0.057
2016,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2,AFRICA,76,5.44,Green,0.0,0.33613,0.11466,0.56778,0.27225,0.3118
2017,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2,AFRICA,93,5.151,Green,0.0226432,0.721151,0.113989,0.602127,0.291631,0.28241
2018,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2,AFRICA,97,4.982,Green,0.0,0.712,0.115,0.674,0.238,0.282
2019,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2,AFRICA,112,4.668,Green,0.0,0.698,0.268,0.559,0.243,0.27
2015,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2,AFRICA,113,4.642,Green,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884
2016,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2,AFRICA,116,4.459,Green,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415
2017,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2,AFRICA,101,4.829,Green,1.0547,1.38479,0.18708,0.479247,0.139362,0.0725095
2018,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2,AFRICA,104,4.724,Green,0.94,1.41,0.33,0.516,0.103,0.056
2019,South Africa,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,2,AFRICA,106,4.722,Green,0.96,1.351,0.469,0.389,0.13,0.055
2016,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2,AFRICA,143,3.832,Green,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015
2017,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2,AFRICA,147,3.591,Green,0.397249,0.601323,0.163486,0.147062,0.285671,0.116794
2018,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2,AFRICA,153,3.254,Green,0.337,0.608,0.177,0.112,0.224,0.106
2019,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2,AFRICA,156,2.853,Green,0.306,0.575,0.295,0.01,0.202,0.091
2015,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150,EUROPE,36,6.329,Green,1.23011,1.31379,0.95562,0.45951,0.18227,0.06398
2016,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150,EUROPE,37,6.361,Green,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137
2017,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150,EUROPE,34,6.403,Green,1.3844,1.53209,0.888961,0.408781,0.190134,0.0709141
2018,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150,EUROPE,35,6.31,Green,1.251,1.538,0.965,0.449,0.142,0.074
2019,Spain,https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,150,EUROPE,30,6.354,Green,1.286,1.484,1.062,0.362,0.153,0.079
2015,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142,ASIA,132,4.271,Green,0.83524,1.01905,0.70806,0.53726,0.40828,0.09179
2016,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142,ASIA,117,4.415,Green,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964
2017,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142,ASIA,120,4.44,Green,1.00985,1.25998,0.625131,0.561213,0.490864,0.073654
2018,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142,ASIA,115,4.471,Green,0.918,1.314,0.672,0.585,0.307,0.05
2019,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142,ASIA,130,4.366,Green,0.949,1.265,0.831,0.47,0.244,0.047
2015,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2,AFRICA,118,4.55,Green,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466
2016,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2,AFRICA,133,4.139,Green,0.63069,0.81928,0.29759,0.0,0.18077,0.10039
2017,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2,AFRICA,130,4.139,Green,0.659517,1.21401,0.290921,0.0149959,0.182317,0.0898475
2018,Sudan,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg,2,AFRICA,136,4.139,Green,0.605,1.24,0.312,0.016,0.134,0.082
2015,Suriname,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Suriname.svg,19,AMERICAS,40,6.269,Green,0.99534,0.972,0.6082,0.59657,0.16991,0.13633
2016,Suriname,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Suriname.svg,19,AMERICAS,40,6.269,Green,1.09686,0.77866,0.50933,0.52234,0.16665,0.12692
2015,Swaziland,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Swaziland.svg,,Nan,101,4.867,Green,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306
2019,Swaziland,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Swaziland.svg,,Nan,135,4.212,Green,0.811,1.149,0.0,0.313,0.074,0.135
2015,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150,EUROPE,8,7.364,Green,1.33171,1.28907,0.91087,0.6598,0.36262,0.43844
2016,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150,EUROPE,10,7.291,Green,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867
2017,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150,EUROPE,9,7.284,Green,1.49439,1.47816,0.830875,0.612924,0.385399,0.384399
2018,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150,EUROPE,9,7.314,Green,1.355,1.501,0.913,0.659,0.285,0.383
2019,Sweden,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,150,EUROPE,7,7.343,Green,1.387,1.487,1.009,0.574,0.267,0.373
2015,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150,EUROPE,1,7.587,Green,1.39651,1.34951,0.94143,0.66557,0.29678,0.41978
2016,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150,EUROPE,2,7.509,Green,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203
2017,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150,EUROPE,4,7.494,Green,1.56498,1.51691,0.858131,0.620071,0.290549,0.367007
2018,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150,EUROPE,5,7.487,Green,1.42,1.549,0.927,0.66,0.256,0.357
2019,Switzerland,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,150,EUROPE,6,7.48,Green,1.452,1.526,1.052,0.572,0.263,0.343
2015,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142,ASIA,156,3.006,Green,0.6632,0.47489,0.72193,0.15684,0.47179,0.18906
2016,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142,ASIA,156,3.069,Green,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233
2017,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142,ASIA,152,3.462,Green,0.777153,0.396103,0.500533,0.0815394,0.493664,0.151347
2018,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142,ASIA,149,3.462,Green,0.689,0.382,0.539,0.088,0.376,0.144
2019,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142,ASIA,149,3.462,Green,0.619,0.378,0.44,0.013,0.331,0.141
2015,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142,ASIA,106,4.786,Green,0.39047,0.85563,0.57379,0.47216,0.22974,0.15072
2016,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142,ASIA,100,4.996,Green,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509
2017,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142,ASIA,96,5.041,Green,0.524714,1.27146,0.529235,0.471567,0.248998,0.146377
2018,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142,ASIA,87,5.199,Green,0.474,1.166,0.598,0.292,0.187,0.034
2019,Tajikistan,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg,142,ASIA,74,5.467,Green,0.493,1.098,0.718,0.389,0.23,0.144
2015,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2,AFRICA,146,3.781,Green,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747
2016,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2,AFRICA,149,3.666,Green,0.47155,0.77623,0.357,0.3176,0.31472,0.05099
2017,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2,AFRICA,153,3.349,Green,0.511136,1.04199,0.364509,0.390018,0.354256,0.0660351
2018,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2,AFRICA,152,3.303,Green,0.455,0.991,0.381,0.481,0.27,0.097
2019,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2,AFRICA,153,3.231,Green,0.476,0.885,0.499,0.417,0.276,0.147
2015,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142,ASIA,34,6.455,Green,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187
2016,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142,ASIA,33,6.474,Green,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833
2017,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142,ASIA,32,6.424,Green,1.12787,1.42579,0.647239,0.580201,0.572123,0.0316127
2018,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142,ASIA,45,6.072,Green,1.016,1.417,0.707,0.637,0.364,0.029
2019,Thailand,https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg,142,ASIA,52,6.008,Green,1.05,1.409,0.828,0.557,0.359,0.028
2015,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2,AFRICA,158,2.839,Green,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731
2016,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2,AFRICA,155,3.303,Green,0.28123,0.0,0.24811,0.34678,0.17517,0.11587
2017,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2,AFRICA,150,3.495,Green,0.305445,0.431883,0.247106,0.380426,0.196896,0.095665
2018,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2,AFRICA,138,3.999,Green,0.259,0.474,0.253,0.434,0.158,0.101
2019,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2,AFRICA,139,4.085,Green,0.275,0.572,0.41,0.293,0.177,0.085
2015,Trinidad and Tobago,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg,19,AMERICAS,41,6.168,Green,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114
2016,Trinidad and Tobago,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg,19,AMERICAS,43,6.168,Green,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241
2017,Trinidad and Tobago,https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg,19,AMERICAS,38,6.168,Green,1.36136,1.38023,0.519983,0.518631,0.325296,0.00896482
2015,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2,AFRICA,107,4.739,Green,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358
2016,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2,AFRICA,98,5.045,Green,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817
2017,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2,AFRICA,102,4.805,Green,1.00727,0.868351,0.613212,0.289681,0.0496934,0.0867231
2018,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2,AFRICA,110,4.592,Green,0.9,0.906,0.69,0.271,0.04,0.063
2019,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2,AFRICA,124,4.461,Green,0.921,1.0,0.815,0.167,0.059,0.055
2015,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142,ASIA,76,5.332,Green,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746
2016,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142,ASIA,78,5.389,Green,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348
2017,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142,ASIA,69,5.5,Green,1.19827,1.33775,0.637606,0.300741,0.046693,0.0996716
2018,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142,ASIA,72,5.483,Green,1.148,1.38,0.686,0.324,0.106,0.109
2019,Turkey,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,142,ASIA,79,5.373,Green,1.183,1.36,0.808,0.195,0.083,0.106
2015,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142,ASIA,70,5.548,Green,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844
2016,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142,ASIA,65,5.658,Green,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467
2017,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142,ASIA,59,5.822,Green,1.13078,1.49315,0.437726,0.418272,0.249925,0.25927
2018,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142,ASIA,67,5.636,Green,1.016,1.533,0.517,0.417,0.199,0.037
2019,Turkmenistan,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,142,ASIA,87,5.247,Green,1.052,1.538,0.657,0.394,0.244,0.028
2015,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2,AFRICA,141,3.931,Green,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267
2016,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2,AFRICA,145,3.739,Green,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442
2017,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2,AFRICA,133,4.081,Green,0.381431,1.12983,0.217633,0.443186,0.325766,0.0570697
2018,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2,AFRICA,134,4.161,Green,0.322,1.09,0.237,0.45,0.259,0.061
2019,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2,AFRICA,136,4.189,Green,0.332,1.069,0.443,0.356,0.252,0.06
2015,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150,EUROPE,111,4.681,Green,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961
2016,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150,EUROPE,123,4.324,Green,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829
2017,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150,EUROPE,132,4.096,Green,0.894652,1.39454,0.575904,0.122975,0.270061,0.0230295
2018,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150,EUROPE,137,4.103,Green,0.793,1.413,0.609,0.163,0.187,0.011
2019,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150,EUROPE,133,4.332,Green,0.82,1.39,0.739,0.178,0.187,0.01
2015,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142,ASIA,20,6.901,Green,1.42727,1.12575,0.80925,0.64157,0.26428,0.38583
2016,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142,ASIA,28,6.573,Green,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561
2017,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142,ASIA,21,6.648,Green,1.62634,1.26641,0.726798,0.608345,0.360942,0.32449
2019,United Arab Emirates,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg,142,ASIA,21,6.825,Green,1.503,1.31,0.825,0.598,0.262,0.182
2015,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150,EUROPE,21,6.867,Green,1.26637,1.28548,0.90943,0.59625,0.51912,0.32067
2016,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150,EUROPE,23,6.725,Green,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399
2017,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150,EUROPE,19,6.714,Green,1.44163,1.49646,0.805336,0.50819,0.492774,0.265428
2018,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150,EUROPE,11,7.19,Green,1.244,1.433,0.888,0.464,0.262,0.082
2019,United Kingdom,https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,150,EUROPE,15,7.054,Green,1.333,1.538,0.996,0.45,0.348,0.278
2015,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19,AMERICAS,15,7.119,Green,1.39451,1.24711,0.86179,0.54604,0.40105,0.1589
2016,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19,AMERICAS,13,7.104,Green,1.50796,1.04782,0.779,0.48163,0.41077,0.14868
2017,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19,AMERICAS,14,6.993,Green,1.54626,1.41992,0.774287,0.505741,0.392579,0.135639
2018,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19,AMERICAS,18,6.886,Green,1.398,1.471,0.819,0.547,0.291,0.133
2019,United States,https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg,19,AMERICAS,19,6.892,Green,1.433,1.457,0.874,0.454,0.28,0.128
2015,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19,AMERICAS,32,6.485,Green,1.06166,1.2089,0.8116,0.60362,0.2324,0.24558
2016,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19,AMERICAS,29,6.545,Green,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394
2017,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19,AMERICAS,28,6.454,Green,1.21756,1.41223,0.719217,0.579392,0.175097,0.178062
2018,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19,AMERICAS,30,6.379,Green,1.093,1.459,0.771,0.625,0.13,0.155
2019,Uruguay,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg,19,AMERICAS,33,6.293,Green,1.124,1.465,0.891,0.523,0.127,0.15
2015,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142,ASIA,44,6.003,Green,0.63244,1.34043,0.59772,0.65821,0.22837,0.30826
2016,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142,ASIA,49,5.987,Green,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333
2017,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142,ASIA,47,5.971,Green,0.786441,1.54897,0.498273,0.658249,0.415984,0.246528
2018,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142,ASIA,43,6.096,Green,0.719,1.584,0.605,0.724,0.328,0.259
2019,Uzbekistan,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg,142,ASIA,41,6.174,Green,0.745,1.529,0.756,0.631,0.322,0.24
2015,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19,AMERICAS,23,6.81,Green,1.04424,1.25596,0.72052,0.42908,0.05841,0.11069
2016,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19,AMERICAS,44,6.084,Green,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304
2017,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19,AMERICAS,82,5.25,Green,1.12843,1.43134,0.617144,0.153997,0.0650196,0.0644911
2018,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19,AMERICAS,101,4.806,Green,0.996,1.469,0.657,0.133,0.056,0.052
2019,Venezuela,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,19,AMERICAS,108,4.707,Green,0.96,1.427,0.805,0.154,0.064,0.047
2015,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142,ASIA,75,5.36,Green,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441
2016,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142,ASIA,96,5.061,Green,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556
2017,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142,ASIA,94,5.074,Green,0.788548,1.27749,0.652169,0.571056,0.234968,0.0876332
2018,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142,ASIA,94,5.103,Green,0.715,1.365,0.702,0.618,0.177,0.079
2019,Vietnam,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,142,ASIA,94,5.175,Green,0.741,1.346,0.851,0.543,0.147,0.073
2015,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142,ASIA,136,4.077,Green,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854
2016,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142,ASIA,147,3.724,Green,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892
2017,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142,ASIA,146,3.593,Green,0.591683,0.935382,0.310081,0.249464,0.104125,0.0567674
